batsman,id,inning,leftfast_bowlers,leftfastmedium_bowlers,leftmediumfast_bowlers,leftmedium_bowlers,leftorthodox_bowlers,leftlegbreak_bowlers,leftmystery_bowlers,rightfast_bowlers,rightfastmedium_bowlers,rightmediumfast_bowlers,rightmedium_bowlers,rightorthodox_bowlers,rightlegbreak_bowlers,rightmystery_bowlers,batsman_hand,leftfast_cumruns,leftfast_cumballs,leftfast_cumdismissals,leftfastmedium_cumruns,leftfastmedium_cumballs,leftfastmedium_cumdismissals,leftlegbreak_cumruns,leftlegbreak_cumballs,leftlegbreak_cumdismissals,leftmedium_cumruns,leftmedium_cumballs,leftmedium_cumdismissals,leftmediumfast_cumruns,leftmediumfast_cumballs,leftmediumfast_cumdismissals,leftmystery_cumruns,leftmystery_cumballs,leftmystery_cumdismissals,leftorthodox_cumruns,leftorthodox_cumballs,leftorthodox_cumdismissals,rightfast_cumruns,rightfast_cumballs,rightfast_cumdismissals,rightfastmedium_cumruns,rightfastmedium_cumballs,rightfastmedium_cumdismissals,rightlegbreak_cumruns,rightlegbreak_cumballs,rightlegbreak_cumdismissals,rightmedium_cumruns,rightmedium_cumballs,rightmedium_cumdismissals,rightmediumfast_cumruns,rightmediumfast_cumballs,rightmediumfast_cumdismissals,rightmystery_cumruns,rightmystery_cumballs,rightmystery_cumdismissals,rightorthodox_cumruns,rightorthodox_cumballs,rightorthodox_cumdismissals,overall_runs,overall_balls,overall_dismissed,match_runs
A Mishra,548359,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,29,16,0,136,133,7,8
A Mishra,598010,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,14,17,1,21,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,147,7,16
A Mishra,598013,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,28,3,0,0,0,0,0,0,0,0,0,153,148,7,1
A Mishra,598051,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,39,30,2,0,0,0,0,0,0,159,156,7,6
A Mishra,729295,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,33,2,0,0,0,0,0,0,163,161,7,4
A Mishra,829707,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,167,166,8,4
A Mishra,829777,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,28,0,0,0,0,0,0,0,42,34,2,0,0,0,0,0,0,168,169,8,1
A Mishra,980993,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,5,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,2,0,0,0,0,0,0,0,0,0,43,36,2,0,0,0,0,0,0,169,174,9,1
A Mishra,1082595,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,24,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,188,9,8
A Mishra,1082635,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,0,0,0,0,44,37,2,0,0,0,32,20,0,186,203,9,9
A Mishra,1082640,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,205,9,8
A Mishra,1082646,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,209,10,7
A Mishra,1136582,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,211,10,1
A Mishra,1178409,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,26,2,0,0,0,0,0,0,0,0,0,47,39,2,0,0,0,0,0,0,208,220,10,6
A Mishra,1178425,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,1,0,0,0,54,45,2,0,0,0,32,22,0,216,231,11,8
A Mishra,1181766,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,234,12,1
A Nehra,392226,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
A Nehra,419149,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1
A Nehra,548319,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,4,10,1,2
A Nehra,597998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,11,2,0
A Nehra,598044,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,12,3,0
A Nehra,829723,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,3,1
A Nehra,829745,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,3,0
A Nehra,829779,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,3,0
A Nehra,980983,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,3,1
A Nehra,335989,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,1
A Nehra,335991,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,12,0,2
A Nehra,336028,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,13,0,0
A Nehra,419160,2,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,5,4,0,7,3,0,0,0,0,8,8,0,0,0,0,0,0,0,25,29,0,22
A Nehra,548365,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,34,37,0,9
A Nehra,598006,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,8,7,1,0,0,0,0,0,0,0,0,0,35,42,1,1
A Nehra,598062,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,1,0,0,0,0,0,0,35,43,2,0
A Nehra,829817,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,44,3,0
A Symonds,335986,1,0,0,0,0,1,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,22,23,0,32,41,1,32
A Symonds,335988,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,1,0,0,0,0,0,0,44,54,2,12
A Symonds,335990,1,0,0,0,0,0,0,0,0,1,2,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,1,42,16,0,4,6,0,64,37,1,0,0,0,31,26,0,161,111,2,117
A Symonds,392216,1,0,0,1,0,1,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,8,0,0,0,0,9,11,0,23,11,0,0,0,0,51,20,0,15,18,0,0,0,0,0,0,0,0,0,0,221,148,2,60
A Symonds,392220,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,1,0,0,0,0,0,0,72,30,0,0,0,0,0,0,0,0,0,0,0,0,0,251,167,3,30
A Symonds,392239,1,0,0,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,25,1,0,0,0,35,29,1,75,34,1,0,0,0,0,0,0,0,0,0,0,0,0,284,188,4,33
A Symonds,419110,1,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,24,0,102,59,1,11,18,0,0,0,0,334,234,4,50
A Symonds,419117,1,0,1,1,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,7,7,0,0,0,0,0,0,0,16,11,0,0,0,0,43,38,2,38,17,0,0,0,0,88,43,1,0,0,0,0,0,0,0,0,0,0,0,0,387,272,5,53
A Symonds,419120,1,1,0,0,0,0,0,0,0,1,1,0,1,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,35,1,97,51,1,0,0,0,103,61,2,0,0,0,47,32,0,422,296,6,35
A Symonds,419126,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,20,0,0,0,0,101,55,1,0,0,0,120,69,2,0,0,0,0,0,0,444,311,6,22
A Symonds,419151,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,43,2,41,25,0,47,40,1,105,61,2,0,0,0,0,0,0,0,0,0,0,0,0,463,332,7,19
A Symonds,419160,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,46,1,124,71,3,31,32,0,0,0,0,0,0,0,60,37,0,517,362,8,54
A Symonds,419164,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,26,1,0,0,0,0,0,0,0,0,0,122,76,2,0,0,0,0,0,0,519,370,9,2
A Symonds,501221,1,0,1,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,34,0,0,0,0,22,26,0,71,50,0,550,399,9,31
A Symonds,501224,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,46,2,64,38,1,60,52,1,128,78,3,0,0,0,130,81,2,0,0,0,0,0,0,594,432,9,44
A Symonds,501231,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,47,2,0,0,0,62,60,1,133,88,3,0,0,0,138,86,2,0,0,0,72,53,1,611,459,10,17
A Symonds,501237,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,51,2,0,0,0,64,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615,465,10,4
A Symonds,501241,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,65,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,468,11,3
A Symonds,501246,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,68,2,0,0,0,0,0,0,139,87,2,0,0,0,0,0,0,622,472,11,4
A Symonds,392223,2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,11,6,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,24,11,0,0,1,1,0,0,0,0,0,0,0,0,0,41,23,1,41
A Symonds,392228,2,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,13,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,59,36,2,18
A Symonds,392229,2,0,0,0,0,1,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,1,3,4,0,0,0,0,34,19,0,0,0,0,0,0,0,0,0,0,9,9,0,84,62,3,25
A Symonds,392236,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,2,0,0,0,0,0,0,0,0,0,13,11,1,0,0,0,0,0,0,0,0,0,102,79,4,18
A Symonds,392237,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,23,11,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,27,1,0,0,0,0,0,0,0,0,0,0,0,0,126,94,5,24
A Symonds,419106,2,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,2,0,0,0,13,9,1,0,0,0,0,0,0,1,4,1,0,0,0,10,11,0,131,103,6,5
A Symonds,419130,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,110,7,1
A Symonds,419135,2,0,0,0,0,1,0,0,1,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22,2,10,18,1,25,18,1,0,0,0,0,0,0,8,12,1,0,0,0,27,22,1,177,149,8,45
A Symonds,419138,2,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,26,2,0,0,0,18,17,1,13,15,1,0,0,0,0,0,0,198,168,9,21
A Symonds,419141,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,32,1,0,0,0,0,0,0,0,0,0,16,21,2,0,0,0,0,0,0,213,188,10,15
A Symonds,419145,2,0,0,0,0,0,0,0,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,38,1,57,37,2,50,30,1,0,0,0,29,26,2,0,0,0,0,0,0,266,213,10,53
A Symonds,419147,2,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,36,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,1,293,238,10,27
A Symonds,419156,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,40,3,53,34,1,0,0,0,0,0,0,0,0,0,0,0,0,297,245,11,4
A Symonds,419163,2,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,42,2,0,0,0,0,0,0,0,0,0,0,0,0,36,35,2,2,5,1,0,0,0,320,268,12,23
A Symonds,501218,2,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,23,20,0,0,0,0,0,0,0,0,0,0,0,0,0,52,45,2,0,0,0,60,44,3,55,36,1,0,0,0,0,0,0,0,0,0,0,0,0,336,283,12,16
A Symonds,501251,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,49,2,0,0,0,0,0,0,0,0,0,0,0,0,41,38,2,0,0,0,0,0,0,344,290,12,8
A Symonds,501256,2,0,0,0,0,1,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,54,2,0,0,0,62,48,3,57,39,2,0,0,0,44,45,2,0,0,0,0,0,0,352,309,13,8
AA Bilakhia,392201,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,6,7,0,10,7,0,0,0,0,0,0,0,1,2,0,0,0,0,1,6,1,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,22,28,1,22
AA Bilakhia,392205,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,23,33,2,1
AA Bilakhia,392239,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,29,41,3,6
AA Bilakhia,392196,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,1,4,0,0,0,0,12,14,0,12
AA Bilakhia,392236,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,21,15,0,0,0,0,0,0,0,28,22,0,16
AA Bilakhia,392237,2,0,1,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,2,6,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,1,0,0,0,0,0,0,0,0,0,4,7,0,38,43,1,10
AA Bilakhia,419141,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,10,11,2,0,0,0,0,0,0,0,0,0,0,0,0,40,47,2,2
AA Jhunjhunwala,419111,1,1,0,1,0,0,0,0,0,0,1,0,0,2,0,1,15,9,0,0,0,0,0,0,0,0,0,0,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,24,22,0,0,0,0,5,3,0,0,0,0,0,0,0,53,48,0,53
AA Jhunjhunwala,419115,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,58,55,1,5
AA Jhunjhunwala,419118,1,0,0,0,0,1,0,0,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,0,7,5,0,7,9,2,0,0,0,0,0,0,14,9,0,0,0,0,7,4,0,103,92,2,45
AA Jhunjhunwala,419129,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,0,0,0,0,0,0,0,114,98,3,11
AA Jhunjhunwala,419141,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,17,0,0,0,0,22,19,0,11,7,0,0,0,0,0,0,0,0,0,0,21,13,1,0,0,0,0,0,0,125,106,4,11
AA Jhunjhunwala,419154,1,0,0,0,0,0,0,0,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0,13,22,2,27,29,0,0,0,0,26,17,2,0,0,0,0,0,0,138,128,5,13
AA Jhunjhunwala,548321,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,1,17,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,134,6,4
AA Jhunjhunwala,419107,2,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,1,1,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,14,11,1,14
AA Jhunjhunwala,419134,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,2,0,2,4,0,0,0,0,0,0,0,16,17,1,2
AA Jhunjhunwala,419137,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,23,21,2,7
AA Jhunjhunwala,419150,2,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,0,1,3,1,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,5,7,1,45,44,3,22
AA Jhunjhunwala,501241,2,0,0,0,0,0,0,0,1,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,1,7,1,20,19,0,0,0,0,0,0,0,55,60,4,10
AA Jhunjhunwala,501248,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,63,5,0
AA Jhunjhunwala,548352,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,64,5,1
AA Jhunjhunwala,548359,2,0,0,0,0,0,0,0,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,7,9,0,0,0,0,21,24,1,0,0,0,15,13,1,75,84,6,19
AB Agarkar,335993,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,2,2,1,1,2,0,0,0,0,11,9,1,11
AB Agarkar,335997,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,13,16,2,2
AB Agarkar,336021,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,8,11,2,0,0,0,0,0,0,28,30,3,15
AB Agarkar,336027,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,32,3,5
AB Agarkar,392184,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,40,35,4,7
AB Agarkar,392199,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,1,0,0,0,0,0,0,0,0,0,0,0,0,10,15,2,0,0,0,0,0,0,46,43,4,6
AB Agarkar,392219,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,8,6,0,3,3,0,0,0,0,0,0,0,23,10,2,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,18,9,0,0,0,0,0,0,0,1,1,0,85,72,5,39
