batsman,id,inning,leftfast_bowlers,leftfastmedium_bowlers,leftmediumfast_bowlers,leftmedium_bowlers,leftorthodox_bowlers,leftlegbreak_bowlers,leftmystery_bowlers,rightfast_bowlers,rightfastmedium_bowlers,rightmediumfast_bowlers,rightmedium_bowlers,rightorthodox_bowlers,rightlegbreak_bowlers,rightmystery_bowlers,batsman_hand,leftfast_cumruns,leftfast_cumballs,leftfast_cumdismissals,leftfastmedium_cumruns,leftfastmedium_cumballs,leftfastmedium_cumdismissals,leftlegbreak_cumruns,leftlegbreak_cumballs,leftlegbreak_cumdismissals,leftmedium_cumruns,leftmedium_cumballs,leftmedium_cumdismissals,leftmediumfast_cumruns,leftmediumfast_cumballs,leftmediumfast_cumdismissals,leftmystery_cumruns,leftmystery_cumballs,leftmystery_cumdismissals,leftorthodox_cumruns,leftorthodox_cumballs,leftorthodox_cumdismissals,rightfast_cumruns,rightfast_cumballs,rightfast_cumdismissals,rightfastmedium_cumruns,rightfastmedium_cumballs,rightfastmedium_cumdismissals,rightlegbreak_cumruns,rightlegbreak_cumballs,rightlegbreak_cumdismissals,rightmedium_cumruns,rightmedium_cumballs,rightmedium_cumdismissals,rightmediumfast_cumruns,rightmediumfast_cumballs,rightmediumfast_cumdismissals,rightmystery_cumruns,rightmystery_cumballs,rightmystery_cumdismissals,rightorthodox_cumruns,rightorthodox_cumballs,rightorthodox_cumdismissals,overall_runs,overall_balls,overall_dismissed,match_runs
KL Rahul,1178417,2,0,0,0,0,0,0,0,1,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,101,3,130,80,1,138,95,1,0,0,0,202,161,5,0,0,0,64,35,1,997,709,18,42
KL Rahul,1178423,2,0,1,0,0,1,0,0,0,0,2,0,1,0,1,1,0,0,0,80,69,4,0,0,0,0,0,0,0,0,0,0,0,0,89,78,1,0,0,0,0,0,0,0,0,0,0,0,0,245,192,5,82,63,3,81,42,1,1076,769,19,79
KL Rahul,1178430,2,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,96,1,0,0,0,277,216,5,0,0,0,119,53,2,1147,805,20,71
KL Rahul,1216493,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,111,3,0,0,0,0,0,0,0,0,0,286,225,6,0,0,0,0,0,0,1168,824,21,21
KL Rahul,1216503,2,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,86,73,4,0,0,0,0,0,0,0,0,0,0,0,0,94,85,1,166,113,3,133,82,1,141,100,2,0,0,0,0,0,0,0,0,0,0,0,0,1185,843,22,17
KL Rahul,1216517,2,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,117,87,4,0,0,0,0,0,0,0,0,0,0,0,0,102,94,1,176,121,4,144,90,1,153,109,2,8,9,0,0,0,0,0,0,0,0,0,0,1262,896,23,77
KL Rahul,1216520,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,135,4,0,0,0,0,0,0,0,0,0,0,0,0,92,74,4,0,0,0,1290,921,24,28
KL Rahul,1216523,2,0,0,0,0,0,0,0,2,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,160,5,162,100,1,0,0,0,0,0,0,0,0,0,112,94,4,123,56,2,1364,979,25,74
KL Rahul,1216531,2,0,0,1,0,0,0,0,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,73,49,0,0,0,0,0,0,0,253,182,5,183,107,1,156,115,2,0,0,0,0,0,0,0,0,0,129,64,2,1425,1029,25,61
KL Rahul,1216542,2,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,122,97,4,0,0,0,0,0,0,0,0,0,0,0,0,102,95,2,0,0,0,0,0,0,0,0,0,0,0,0,292,230,6,0,0,0,0,0,0,1436,1045,26,11
KL Rahul,1216546,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,129,103,4,0,0,0,0,0,0,0,0,0,0,0,0,106,97,3,257,185,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1451,1056,27,15
KL Rahul,1254074,2,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,142,110,4,0,0,0,0,0,0,0,0,0,0,0,0,118,108,3,268,194,5,0,0,0,166,128,2,17,13,0,0,0,0,0,0,0,134,72,2,1511,1108,27,60
KL Rahul,1254090,2,1,0,0,0,1,0,0,0,1,2,0,0,1,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,118,4,0,0,0,195,116,1,172,134,2,0,0,0,296,236,6,0,0,0,0,0,0,1550,1143,28,39
KL Rahul,1254094,2,0,0,0,0,1,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,120,4,0,0,0,216,124,1,0,0,0,0,0,0,371,273,6,0,0,0,0,0,0,1648,1190,28,98
KL Rahul,1254102,2,0,0,0,0,0,0,0,0,2,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,147,1,0,0,0,30,22,1,0,0,0,134,115,4,138,75,2,1715,1246,29,67
KL Rahul,1254111,2,0,0,2,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,101,66,1,0,0,0,136,123,4,277,202,5,250,151,1,175,138,2,0,0,0,0,0,0,0,0,0,0,0,0,1764,1282,30,49
KL Rahul,1304053,2,0,0,0,1,1,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,18,11,0,0,0,0,0,0,0,145,127,4,0,0,0,0,0,0,0,0,0,0,0,0,375,280,7,0,0,0,147,79,2,1804,1308,31,40
KL Rahul,1304061,2,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,17,9,1,0,0,0,104,72,1,0,0,0,148,134,4,0,0,0,255,154,1,0,0,0,0,0,0,0,0,0,0,0,0,149,82,2,1828,1333,32,24
KL Rahul,1304066,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,142,111,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1828,1334,33,0
KL Rahul,1304077,2,0,0,0,0,1,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,138,4,0,0,0,265,160,1,0,0,0,0,0,0,389,290,8,0,0,0,152,88,2,1858,1360,34,30
KL Rahul,1304103,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,143,112,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,174,2,0,0,0,0,0,0,394,292,8,0,0,0,0,0,0,1866,1377,35,8
KL Rahul,1304109,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,145,120,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,213,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1876,1396,36,10
KL Rahul,1312198,2,0,0,0,0,1,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,150,4,0,0,0,297,188,2,193,150,2,0,0,0,414,313,9,0,0,0,0,0,0,1955,1455,37,79
KM Jadhav,419128,1,0,0,0,0,0,0,0,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,28,14,0,6,7,0,0,0,0,10,6,0,0,0,0,0,0,0,50,32,0,50
KM Jadhav,419131,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,0,0,0,0,0,0,0,54,33,0,4
KM Jadhav,419134,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,1,0,0,0,22,12,0,0,0,0,0,0,0,64,42,1,10
KM Jadhav,419140,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,1,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,71,52,2,7
KM Jadhav,501219,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,2,0,0,0,0,0,0,0,0,0,0,0,0,29,17,0,0,0,0,3,3,0,83,63,3,12
KM Jadhav,501225,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,16,0,0,0,0,0,0,0,32,24,1,0,0,0,0,0,0,88,72,4,5
KM Jadhav,598010,1,0,0,0,0,0,0,0,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,44,23,0,9,12,1,0,0,0,45,34,1,0,0,0,0,0,0,118,92,4,30
KM Jadhav,598017,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,64,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,108,4,29
KM Jadhav,598035,1,0,0,0,0,1,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,2,0,0,0,82,43,1,0,0,0,4,5,0,49,39,1,0,0,0,0,0,0,172,128,5,25
KM Jadhav,598044,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,2,0,0,0,0,0,0,0,0,0,0,0,0,175,132,6,3
KM Jadhav,598049,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,12,0,0,0,0,0,0,0,8,9,0,90,49,1,13,18,2,0,0,0,52,45,1,0,0,0,0,0,0,198,154,6,23
KM Jadhav,598059,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,48,2,0,0,0,0,0,0,198,157,7,0
KM Jadhav,733975,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33,19,0,0,0,0,0,0,0,0,0,0,103,55,1,0,0,0,0,0,0,54,50,2,0,0,0,0,0,0,226,172,7,28
KM Jadhav,733981,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,2,0,0,0,108,60,1,0,0,0,0,0,0,72,56,2,3,5,0,0,0,0,255,192,7,29
KM Jadhav,733985,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,63,1,0,0,0,0,0,0,84,61,2,16,12,0,0,0,0,281,207,7,26
KM Jadhav,733993,1,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35,22,0,0,0,0,0,0,0,10,12,1,0,0,0,0,0,0,0,0,0,85,66,2,0,0,0,0,0,0,286,218,8,5
KM Jadhav,734019,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,67,3,0,0,0,0,0,0,286,219,9,0
KM Jadhav,734039,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,223,10,0
KM Jadhav,829731,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,103,76,3,0,0,0,0,0,0,305,235,10,19
KM Jadhav,829739,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,71,3,0,0,0,0,0,0,0,0,0,26,17,0,0,0,0,317,244,11,12
KM Jadhav,829747,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,245,11,1
KM Jadhav,829757,1,1,0,0,0,1,0,0,1,0,2,0,0,0,0,1,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,27,2,12,18,1,0,0,0,0,0,0,0,0,0,114,88,4,0,0,0,0,0,0,351,276,12,33
KM Jadhav,829783,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,35,2,13,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,1,367,291,13,16
KM Jadhav,829813,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,89,5,0,0,0,0,0,0,367,292,14,0
KM Jadhav,980907,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,38,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,91,5,0,0,0,0,0,0,375,298,14,8
KM Jadhav,980921,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,26,1,113,76,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,310,14,9
KM Jadhav,1082595,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,8,9,1,0,0,0,0,0,0,0,0,0,0,0,0,37,42,2,21,29,1,0,0,0,44,29,2,0,0,0,143,99,5,0,0,0,0,0,0,453,348,15,69
KM Jadhav,1082598,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,31,2,0,0,0,0,0,0,0,0,0,143,101,5,0,0,0,0,0,0,454,352,16,1
KM Jadhav,1082602,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,10,11,1,0,0,0,0,0,0,0,0,0,0,0,0,39,44,2,27,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,360,16,9
KM Jadhav,1082610,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,48,2,0,0,0,136,87,3,0,0,0,0,0,0,144,102,5,0,0,0,0,0,0,501,376,16,38
KM Jadhav,1082621,1,0,0,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,54,3,0,0,0,149,95,3,53,33,2,0,0,0,0,0,0,0,0,0,0,0,0,532,394,17,31
KM Jadhav,1082628,1,0,1,0,0,1,0,0,2,0,0,0,0,1,0,1,0,0,0,14,16,2,0,0,0,0,0,0,0,0,0,0,0,0,65,58,3,42,45,2,0,0,0,59,36,2,0,0,0,0,0,0,0,0,0,0,0,0,560,416,18,28
KM Jadhav,1082636,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,99,4,0,0,0,0,0,0,146,104,5,27,20,0,0,0,0,568,425,19,8
KM Jadhav,1082646,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,22,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,48,2,155,102,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,435,20,12
KM Jadhav,1175367,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,104,5,0,0,0,0,0,0,146,105,6,0,0,0,0,0,0,588,438,21,8
KM Jadhav,1178408,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,22,1,0,0,0,589,440,22,1
KM Jadhav,1178430,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,105,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589,441,23,0
KM Jadhav,1216533,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,50,2,166,110,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,448,23,4
KM Jadhav,1254080,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,49,29,0,0,0,0,0,0,0,0,0,0,167,111,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605,452,23,12
KM Jadhav,1254105,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,55,3,0,0,0,0,0,0,0,0,0,0,0,0,30,25,1,0,0,0,608,460,24,3
KM Jadhav,419144,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,5,8,1,5
KM Jadhav,501229,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,2,0
KM Jadhav,501261,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,2,1
KM Jadhav,598006,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,3,1
KM Jadhav,598020,2,0,0,0,0,1,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1,13,13,1,0,0,0,38,41,4,31
KM Jadhav,598054,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,18,18,0,0,0,0,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,49,5,8
KM Jadhav,598062,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,2,13,14,1,0,0,0,48,53,6,2
KM Jadhav,729309,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,63,6,14
KM Jadhav,734005,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,0,0,0,0,0,0,0,2,3,0,0,0,0,33,20,2,0,0,0,0,0,0,99,83,6,37
KM Jadhav,734011,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,1,1,0,0,0,0,0,0,0,0,0,0,102,86,6,3
KM Jadhav,734031,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,6,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,91,6,7
KM Jadhav,829707,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,32,3,24,22,1,0,0,0,129,111,7,20
KM Jadhav,829725,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,25,1,0,0,0,0,0,0,0,0,0,0,0,0,44,35,3,0,0,0,0,0,0,132,116,8,3
KM Jadhav,829761,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,1,0,0,0,0,0,0,26,24,1,8,3,0,142,122,9,10
KM Jadhav,829777,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,44,36,4,0,0,0,0,0,0,153,130,10,11
KM Jadhav,829793,2,0,0,0,0,0,0,0,0,1,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,1,7,9,1,25,13,0,80,54,4,0,0,0,10,5,0,216,164,10,63
KM Jadhav,829801,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,165,10,1
KM Jadhav,980953,2,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,20,11,0,0,0,0,0,0,0,15,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,58,4,0,0,0,0,0,0,242,180,10,25
KM Jadhav,1082591,2,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,30,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,19,1,0,0,0,0,0,0,93,63,5,31,26,1,10,6,0,273,198,11,31
KM Jadhav,1082607,2,0,0,1,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,14,2,0,0,0,0,0,0,0,0,0,25,21,1,17,20,1,0,0,0,98,70,5,0,0,0,0,0,0,291,222,12,18
KM Jadhav,1082617,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,230,13,9
KM Jadhav,1082624,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,2,0,0,0,19,23,1,0,0,0,103,74,5,0,0,0,0,0,0,307,243,14,7
KM Jadhav,1082633,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,2,0,0,0,0,0,0,0,0,0,105,78,6,0,0,0,0,0,0,313,249,15,6
KM Jadhav,1136561,2,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,21,2,0,0,0,0,0,0,12,20,2,0,0,0,30,30,1,0,0,0,106,82,6,0,0,0,0,0,0,337,272,15,24
KM Jadhav,1175356,2,0,0,0,0,0,0,0,1,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,24,2,42,38,2,31,32,1,0,0,0,107,83,6,0,0,0,12,10,0,350,292,15,13
KM Jadhav,1175360,2,0,0,0,0,1,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,29,1,15,27,3,48,47,2,48,51,1,0,0,0,0,0,0,0,0,0,0,0,0,377,326,16,27
KM Jadhav,1175370,2,0,1,0,0,1,0,0,2,0,1,0,0,1,0,1,0,0,0,32,20,0,0,0,0,0,0,0,0,0,0,0,0,0,32,39,1,52,53,4,0,0,0,55,59,1,0,0,0,113,91,6,0,0,0,0,0,0,435,382,17,58
KM Jadhav,1178398,2,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,29,25,2,0,0,0,0,0,0,53,54,4,0,0,0,59,61,1,0,0,0,0,0,0,32,27,1,0,0,0,443,390,17,8
KM Jadhav,1178400,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,59,5,0,0,0,0,0,0,0,0,0,114,92,6,0,0,0,0,0,0,444,396,18,1
KM Jadhav,1178404,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,67,2,0,0,0,0,0,0,0,0,0,0,0,0,464,408,19,20
KM Jadhav,1178414,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,64,5,52,51,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,417,20,9
KM Jadhav,1178416,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,33,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,98,6,0,0,0,0,0,0,484,427,20,11
KM Jadhav,1178419,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,42,2,59,67,5,0,0,0,70,72,2,0,0,0,0,0,0,0,0,0,0,0,0,490,438,21,6
KM Jadhav,1216496,2,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32,29,2,0,0,0,0,0,0,0,0,0,53,53,4,88,83,2,0,0,0,0,0,0,0,0,0,0,0,0,512,455,22,22
